"genome"	"Sample_name"	"Relative_abundance"	"Completeness"	"Contamination"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"Family_genus"	"Family_genus_bin"	"DNA_kit"	"Storage"	"Volume_used"
"NitrifyingCombined_metabat2.75"	"PB127C_MBSox_4ml_fresh_rep3.hifi_reads.fastq.gz"	0.0459	95.77	1.33	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Rhizobiaceae*"	"*Aquamicrobium_A*"	"**Unidentified species**"	"*Rhizobiaceae*, *Aquamicrobium_A*"	"*Rhizobiaceae*, *Aquamicrobium_A* (NitrifyingCombined_metabat2.75)"	"MetagenomBio SOX"	"Fresh"	"4 mL"
"NitrifyingCombined_semibin2_12"	"PB127C_MBSox_4ml_fresh_rep3.hifi_reads.fastq.gz"	0.0593	84.21	0.04	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Devosiaceae*"	"**Unidentified genus**"	"**Unidentified species**"	"*Devosiaceae*, **Unidentified genus**"	"*Devosiaceae*, **Unidentified genus** (NitrifyingCombined_semibin2_12)"	"MetagenomBio SOX"	"Fresh"	"4 mL"
"QpsNitrifying4mlFrozenRep1_complete.16"	"PB127C_MBSox_4ml_fresh_rep3.hifi_reads.fastq.gz"	0.181	98.83	0.01	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Rhizobiaceae*"	"*Pseudaminobacter*"	"**Unidentified species**"	"*Rhizobiaceae*, *Pseudaminobacter*"	"*Rhizobiaceae*, *Pseudaminobacter* (QpsNitrifying4mlFrozenRep1_complete.16)"	"MetagenomBio SOX"	"Fresh"	"4 mL"
"QpsNitrifying4mlFrozenRep1_complete.20"	"PB127C_MBSox_4ml_fresh_rep3.hifi_reads.fastq.gz"	3.8311	99.97	0.38	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Sphingomonadales*"	"*Sphingomonadaceae*"	"*Allosphingosinicella*"	"**Unidentified species**"	"*Sphingomonadaceae*, *Allosphingosinicella*"	"*Sphingomonadaceae*, *Allosphingosinicella* (QpsNitrifying4mlFrozenRep1_complete.20)"	"MetagenomBio SOX"	"Fresh"	"4 mL"
"QpsNitrifying4mlFrozenRep1_complete.25"	"PB127C_MBSox_4ml_fresh_rep3.hifi_reads.fastq.gz"	11.7871	96.84	0.61	"d__Bacteria"	"*Armatimonadota*"	"*Fimbriimonadia*"	"*Fimbriimonadales*"	"*Fimbriimonadaceae*"	"**Unidentified genus**"	"**Unidentified species**"	"*Fimbriimonadaceae*, **Unidentified genus**"	"*Fimbriimonadaceae*, **Unidentified genus** (QpsNitrifying4mlFrozenRep1_complete.25)"	"MetagenomBio SOX"	"Fresh"	"4 mL"
"QpsNitrifying4mlFrozenRep1_complete.32"	"PB127C_MBSox_4ml_fresh_rep3.hifi_reads.fastq.gz"	0.956	100	1.73	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Rhizobiaceae*"	"*Aquamicrobium_A*"	"**Unidentified species**"	"*Rhizobiaceae*, *Aquamicrobium_A*"	"*Rhizobiaceae*, *Aquamicrobium_A* (QpsNitrifying4mlFrozenRep1_complete.32)"	"MetagenomBio SOX"	"Fresh"	"4 mL"
"QpsNitrifying4mlFrozenRep1_complete.35"	"PB127C_MBSox_4ml_fresh_rep3.hifi_reads.fastq.gz"	3.9954	97.66	1.39	"d__Bacteria"	"*Actinomycetota*"	"*Actinomycetes*"	"*Actinomycetales*"	"*Microbacteriaceae*"	"*Terrimesophilobacter*"	"**Unidentified species**"	"*Microbacteriaceae*, *Terrimesophilobacter*"	"*Microbacteriaceae*, *Terrimesophilobacter* (QpsNitrifying4mlFrozenRep1_complete.35)"	"MetagenomBio SOX"	"Fresh"	"4 mL"
"QpsNitrifying4mlFrozenRep1_metaMDBG_complete.13"	"PB127C_MBSox_4ml_fresh_rep3.hifi_reads.fastq.gz"	0.4159	99.98	0.1	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Rhizobiaceae*"	"*Mesorhizobium_A*"	"**Unidentified species**"	"*Rhizobiaceae*, *Mesorhizobium_A*"	"*Rhizobiaceae*, *Mesorhizobium_A* (QpsNitrifying4mlFrozenRep1_metaMDBG_complete.13)"	"MetagenomBio SOX"	"Fresh"	"4 mL"
"QpsNitrifying4mlFrozenRep1_metaMDBG_complete.28"	"PB127C_MBSox_4ml_fresh_rep3.hifi_reads.fastq.gz"	0.0944	99.71	0.23	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Rhizobiaceae*"	"*Mesorhizobium_D*"	"**Unidentified species**"	"*Rhizobiaceae*, *Mesorhizobium_D*"	"*Rhizobiaceae*, *Mesorhizobium_D* (QpsNitrifying4mlFrozenRep1_metaMDBG_complete.28)"	"MetagenomBio SOX"	"Fresh"	"4 mL"
"QpsNitrifying4mlFrozenRep1_metaMDBG_complete.39"	"PB127C_MBSox_4ml_fresh_rep3.hifi_reads.fastq.gz"	0.9944	98.83	0.1	"d__Bacteria"	"*Deinococcota*"	"*Deinococci*"	"*Deinococcales*"	"*Trueperaceae*"	"**Unidentified genus**"	"**Unidentified species**"	"*Trueperaceae*, **Unidentified genus**"	"*Trueperaceae*, **Unidentified genus** (QpsNitrifying4mlFrozenRep1_metaMDBG_complete.39)"	"MetagenomBio SOX"	"Fresh"	"4 mL"
"QpsNitrifying4mlFrozenRep1_metaMDBG_complete.5"	"PB127C_MBSox_4ml_fresh_rep3.hifi_reads.fastq.gz"	0.3239	98.35	0.96	"d__Bacteria"	"*Chloroflexota*"	"*Chloroflexia*"	"*Thermomicrobiales*"	"*CFX8*"	"*JACCZH01*"	"**Unidentified species**"	"*CFX8*, *JACCZH01*"	"*CFX8*, *JACCZH01* (QpsNitrifying4mlFrozenRep1_metaMDBG_complete.5)"	"MetagenomBio SOX"	"Fresh"	"4 mL"
"MBSoxNitrifying2mlFrozenRep2_complete.2"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	2.0996	99.42	2.8	"d__Bacteria"	"*Chloroflexota*"	"*Anaerolineae*"	"*Aggregatilineales*"	"*Phototrophicaceae*"	"*JAIOHN01*"	"**Unidentified species**"	"*Phototrophicaceae*, *JAIOHN01*"	"*Phototrophicaceae*, *JAIOHN01* (MBSoxNitrifying2mlFrozenRep2_complete.2)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"MBSoxNitrifying2mlFrozenRep2_metaMDBG_complete.44"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.6954	99.1	0.02	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Xanthobacteraceae*"	"*Ga0077548*"	"**Unidentified species**"	"*Xanthobacteraceae*, *Ga0077548*"	"*Xanthobacteraceae*, *Ga0077548* (MBSoxNitrifying2mlFrozenRep2_metaMDBG_complete.44)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"MBSoxNitrifying2mlFrozenRep2_metaMDBG_complete.50"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.6854	95.04	0.19	"d__Bacteria"	"*Verrucomicrobiota*"	"*Verrucomicrobiae*"	"*Chthoniobacterales*"	"*Xiphinematobacteraceae*"	"**Unidentified genus**"	"**Unidentified species**"	"*Xiphinematobacteraceae*, **Unidentified genus**"	"*Xiphinematobacteraceae*, **Unidentified genus** (MBSoxNitrifying2mlFrozenRep2_metaMDBG_complete.50)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"MBSoxNitrifying2mlFrozenRep2_metaMDBG_semibin2_4"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	1.2141	97.67	2.88	"d__Bacteria"	"*Chloroflexota*"	"*Anaerolineae*"	"*Aggregatilineales*"	"*Phototrophicaceae*"	"**Unidentified genus**"	"**Unidentified species**"	"*Phototrophicaceae*, **Unidentified genus**"	"*Phototrophicaceae*, **Unidentified genus** (MBSoxNitrifying2mlFrozenRep2_metaMDBG_semibin2_4)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"MBSoxNitrifying4mlFreshRep3_complete.10"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.132	96.34	0.3	"d__Bacteria"	"*Verrucomicrobiota*"	"*Verrucomicrobiae*"	"*Opitutales*"	"*UBA2995*"	"**Unidentified genus**"	"**Unidentified species**"	"*UBA2995*, **Unidentified genus**"	"*UBA2995*, **Unidentified genus** (MBSoxNitrifying4mlFreshRep3_complete.10)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"MBSoxNitrifying4mlFreshRep3_complete.11"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	25.7198	100	0.49	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Xanthobacteraceae*"	"*Nitrobacter*"	"**Unidentified species**"	"*Xanthobacteraceae*, *Nitrobacter*"	"*Xanthobacteraceae*, *Nitrobacter* (MBSoxNitrifying4mlFreshRep3_complete.11)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"MBSoxNitrifying4mlFreshRep3_complete.19"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	1.0084	95.63	0.15	"d__Bacteria"	"*Planctomycetota*"	"*Planctomycetia*"	"*Gemmatales*"	"*Gemmataceae*"	"**Unidentified genus**"	"**Unidentified species**"	"*Gemmataceae*, **Unidentified genus**"	"*Gemmataceae*, **Unidentified genus** (MBSoxNitrifying4mlFreshRep3_complete.19)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"MBSoxNitrifying4mlFreshRep3_complete.2"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.9996	100	1.59	"d__Bacteria"	"*Bacteroidota*"	"*Bacteroidia*"	"*Chitinophagales*"	"*Chitinophagaceae*"	"*Flavitalea*"	"**Unidentified species**"	"*Chitinophagaceae*, *Flavitalea*"	"*Chitinophagaceae*, *Flavitalea* (MBSoxNitrifying4mlFreshRep3_complete.2)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"MBSoxNitrifying4mlFreshRep3_complete.26"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.4003	99.85	0.11	"d__Bacteria"	"*Bacteroidota*"	"*Bacteroidia*"	"*Flavobacteriales*"	"*Flavobacteriaceae*"	"*Flavobacterium*"	"**Unidentified species**"	"*Flavobacteriaceae*, *Flavobacterium*"	"*Flavobacteriaceae*, *Flavobacterium* (MBSoxNitrifying4mlFreshRep3_complete.26)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"MBSoxNitrifying4mlFreshRep3_metaMDBG_complete.19"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.3805	99.95	0.42	"d__Bacteria"	"*Bacteroidota*"	"*Bacteroidia*"	"*Flavobacteriales*"	"*Flavobacteriaceae*"	"*Arenibacter*"	"**Unidentified species**"	"*Flavobacteriaceae*, *Arenibacter*"	"*Flavobacteriaceae*, *Arenibacter* (MBSoxNitrifying4mlFreshRep3_metaMDBG_complete.19)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"MBSoxNitrifying4mlFreshRep3_metaMDBG_complete.26"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.5845	99.14	0	"d__Bacteria"	"*Bacteroidota*"	"*Bacteroidia*"	"*Flavobacteriales*"	"*PHOS-HE28*"	"*PHOS-HE28*"	"*PHOS-HE28 sp019638085*"	"*PHOS-HE28*, *PHOS-HE28*"	"*PHOS-HE28*, *PHOS-HE28* (MBSoxNitrifying4mlFreshRep3_metaMDBG_complete.26)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"MBSoxNitrifying4mlFreshRep3_metaMDBG_complete.39"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.9541	100	0.06	"d__Bacteria"	"*Bacteroidota*"	"*Bacteroidia*"	"*Chitinophagales*"	"*Chitinophagaceae*"	"*Terrimonas_A*"	"**Unidentified species**"	"*Chitinophagaceae*, *Terrimonas_A*"	"*Chitinophagaceae*, *Terrimonas_A* (MBSoxNitrifying4mlFreshRep3_metaMDBG_complete.39)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"MBSoxNitrifying4mlFreshRep3_metaMDBG_complete.48"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	14.9424	99.33	0.07	"d__Bacteria"	"*Pseudomonadota*"	"*Gammaproteobacteria*"	"*Burkholderiales*"	"*Nitrosomonadaceae*"	"*Nitrosospira*"	"**Unidentified species**"	"*Nitrosomonadaceae*, *Nitrosospira*"	"*Nitrosomonadaceae*, *Nitrosospira* (MBSoxNitrifying4mlFreshRep3_metaMDBG_complete.48)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"MBSoxNitrifying4mlFreshRep3_semibin2_3"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.0213	84.1	2.49	"d__Bacteria"	"*Pseudomonadota*"	"*Gammaproteobacteria*"	"*HIGH02-12-38-15*"	"*HIGH02-12-38-15*"	"*HIGHO2-12-38-15*"	"**Unidentified species**"	"*HIGH02-12-38-15*, *HIGHO2-12-38-15*"	"*HIGH02-12-38-15*, *HIGHO2-12-38-15* (MBSoxNitrifying4mlFreshRep3_semibin2_3)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_complete.10"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	1.0057	94.03	0.74	"d__Bacteria"	"*Desulfobacterota_D*"	"*UBA1144*"	"*UBA2774*"	"*UBA2774*"	"*JADLGH01*"	"*JADLGH01 sp020849425*"	"*UBA2774*, *JADLGH01*"	"*UBA2774*, *JADLGH01* (NitrifyingCombined_complete.10)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_complete.14"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.27	99.06	2.52	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*SP197*"	"*SP197*"	"*CALGGB01*"	"**Unidentified species**"	"*SP197*, *CALGGB01*"	"*SP197*, *CALGGB01* (NitrifyingCombined_complete.14)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_complete.27"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.4236	99.93	0.27	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Caulobacterales*"	"*TH1-2*"	"*Vitreimonas*"	"**Unidentified species**"	"*TH1-2*, *Vitreimonas*"	"*TH1-2*, *Vitreimonas* (NitrifyingCombined_complete.27)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_complete.3"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.4911	95.16	0.11	"d__Bacteria"	"*Deinococcota*"	"*Deinococci*"	"*Deinococcales*"	"*Trueperaceae*"	"**Unidentified genus**"	"**Unidentified species**"	"*Trueperaceae*, **Unidentified genus**"	"*Trueperaceae*, **Unidentified genus** (NitrifyingCombined_complete.3)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_complete.32"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.9302	95.39	0.24	"d__Bacteria"	"*Planctomycetota*"	"*Planctomycetia*"	"*Pirellulales*"	"*Lacipirellulaceae*"	"*Bythopirellula*"	"**Unidentified species**"	"*Lacipirellulaceae*, *Bythopirellula*"	"*Lacipirellulaceae*, *Bythopirellula* (NitrifyingCombined_complete.32)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_complete.40"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.492	99.98	2.82	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Rhizobiaceae*"	"*Aquamicrobium_A*"	"**Unidentified species**"	"*Rhizobiaceae*, *Aquamicrobium_A*"	"*Rhizobiaceae*, *Aquamicrobium_A* (NitrifyingCombined_complete.40)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_complete.43"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.6875	100	0.9	"d__Bacteria"	"*Acidobacteriota*"	"*Vicinamibacteria*"	"*Vicinamibacterales*"	"*Vicinamibacteraceae*"	"*JAEZDP01*"	"**Unidentified species**"	"*Vicinamibacteraceae*, *JAEZDP01*"	"*Vicinamibacteraceae*, *JAEZDP01* (NitrifyingCombined_complete.43)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_complete.44"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.0638	100	0.43	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Sphingomonadales*"	"*Sphingomonadaceae*"	"*Allosphingosinicella*"	"**Unidentified species**"	"*Sphingomonadaceae*, *Allosphingosinicella*"	"*Sphingomonadaceae*, *Allosphingosinicella* (NitrifyingCombined_complete.44)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_complete.45"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.4724	97.71	1.94	"d__Bacteria"	"*Actinomycetota*"	"*Acidimicrobiia*"	"*Acidimicrobiales*"	"*Ilumatobacteraceae*"	"*Desertimonas*"	"**Unidentified species**"	"*Ilumatobacteraceae*, *Desertimonas*"	"*Ilumatobacteraceae*, *Desertimonas* (NitrifyingCombined_complete.45)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_complete.48"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.7387	99.99	1.74	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Tepidamorphaceae*"	"*Tepidamorphus*"	"**Unidentified species**"	"*Tepidamorphaceae*, *Tepidamorphus*"	"*Tepidamorphaceae*, *Tepidamorphus* (NitrifyingCombined_complete.48)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_complete.5"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.2856	100	0.1	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Sphingomonadales*"	"*Sphingomonadaceae*"	"*Sphingosinicella*"	"*Sphingosinicella sp019454625*"	"*Sphingomonadaceae*, *Sphingosinicella*"	"*Sphingomonadaceae*, *Sphingosinicella* (NitrifyingCombined_complete.5)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_complete.50"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	5.2276	100	1.46	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhodobacterales*"	"*Rhodobacteraceae*"	"*Pararhodobacter*"	"**Unidentified species**"	"*Rhodobacteraceae*, *Pararhodobacter*"	"*Rhodobacteraceae*, *Pararhodobacter* (NitrifyingCombined_complete.50)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_complete.7"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	4.4255	100	0.67	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Rhizobiaceae*"	"*Aquamicrobium_A*"	"**Unidentified species**"	"*Rhizobiaceae*, *Aquamicrobium_A*"	"*Rhizobiaceae*, *Aquamicrobium_A* (NitrifyingCombined_complete.7)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_complete.75"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.104	96.73	1.47	"d__Bacteria"	"*Chloroflexota*"	"*Anaerolineae*"	"*Anaerolineales*"	"*UBA11579*"	"*JAMCZK01*"	"*JAMCZK01 sp019637805*"	"*UBA11579*, *JAMCZK01*"	"*UBA11579*, *JAMCZK01* (NitrifyingCombined_complete.75)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_complete.9"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.2084	93.45	2.8	"d__Bacteria"	"*Chloroflexota*"	"*Dehalococcoidia*"	"*UBA2979*"	"*UBA2979*"	"*W-Chloroflexi-9*"	"**Unidentified species**"	"*UBA2979*, *W-Chloroflexi-9*"	"*UBA2979*, *W-Chloroflexi-9* (NitrifyingCombined_complete.9)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_metaMDBG_complete.11"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	1.7251	99.98	0.46	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Rhizobiaceae*"	"*Mesorhizobium_A*"	"**Unidentified species**"	"*Rhizobiaceae*, *Mesorhizobium_A*"	"*Rhizobiaceae*, *Mesorhizobium_A* (NitrifyingCombined_metaMDBG_complete.11)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_metaMDBG_complete.14"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.2448	98.63	0.54	"d__Bacteria"	"*Pseudomonadota*"	"*Gammaproteobacteria*"	"*Burkholderiales*"	"*Burkholderiaceae*"	"*Zeimonas*"	"**Unidentified species**"	"*Burkholderiaceae*, *Zeimonas*"	"*Burkholderiaceae*, *Zeimonas* (NitrifyingCombined_metaMDBG_complete.14)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_metaMDBG_complete.15"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.1262	99.19	0.58	"d__Bacteria"	"*Pseudomonadota*"	"*Gammaproteobacteria*"	"*GCA-2729495*"	"*GCA-2729495*"	"*SHZI01*"	"**Unidentified species**"	"*GCA-2729495*, *SHZI01*"	"*GCA-2729495*, *SHZI01* (NitrifyingCombined_metaMDBG_complete.15)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_metaMDBG_complete.16"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.3462	100	0.24	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Caulobacterales*"	"*TH1-2*"	"*Vitreimonas*"	"**Unidentified species**"	"*TH1-2*, *Vitreimonas*"	"*TH1-2*, *Vitreimonas* (NitrifyingCombined_metaMDBG_complete.16)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_metaMDBG_complete.27"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.0719	99.96	0	"d__Bacteria"	"*Pseudomonadota*"	"*Gammaproteobacteria*"	"*Burkholderiales*"	"*Nitrosomonadaceae*"	"*Nitrosomonas*"	"**Unidentified species**"	"*Nitrosomonadaceae*, *Nitrosomonas*"	"*Nitrosomonadaceae*, *Nitrosomonas* (NitrifyingCombined_metaMDBG_complete.27)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_metaMDBG_complete.31"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.1541	100	1.24	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Reyranellales*"	"*JAQSWP01*"	"*JAQSWP01*"	"**Unidentified species**"	"*JAQSWP01*, *JAQSWP01*"	"*JAQSWP01*, *JAQSWP01* (NitrifyingCombined_metaMDBG_complete.31)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_metaMDBG_complete.43"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	1.2531	99.86	0.1	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Hyphomicrobiaceae*"	"*Ga0077530*"	"**Unidentified species**"	"*Hyphomicrobiaceae*, *Ga0077530*"	"*Hyphomicrobiaceae*, *Ga0077530* (NitrifyingCombined_metaMDBG_complete.43)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_metaMDBG_complete.45"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.2478	98.76	0.49	"d__Bacteria"	"*Bdellovibrionota*"	"*Bdellovibrionia*"	"*Bdellovibrionales*"	"*JAMLIO01*"	"*JAMLIO01*"	"**Unidentified species**"	"*JAMLIO01*, *JAMLIO01*"	"*JAMLIO01*, *JAMLIO01* (NitrifyingCombined_metaMDBG_complete.45)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_metaMDBG_complete.55"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.6782	99.99	0.27	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Parvibaculales*"	"*Parvibaculaceae*"	"*Parvibaculum*"	"**Unidentified species**"	"*Parvibaculaceae*, *Parvibaculum*"	"*Parvibaculaceae*, *Parvibaculum* (NitrifyingCombined_metaMDBG_complete.55)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_metaMDBG_complete.72"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.6142	100	0.37	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Caulobacterales*"	"*TH1-2*"	"*Vitreimonas*"	"*Vitreimonas sp024707365*"	"*TH1-2*, *Vitreimonas*"	"*TH1-2*, *Vitreimonas* (NitrifyingCombined_metaMDBG_complete.72)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_metaMDBG_complete.75"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.401	100	0.05	"d__Bacteria"	"*Pseudomonadota*"	"*Gammaproteobacteria*"	"*Xanthomonadales*"	"*UBA2363*"	"*Pseudofulvimonas*"	"**Unidentified species**"	"*UBA2363*, *Pseudofulvimonas*"	"*UBA2363*, *Pseudofulvimonas* (NitrifyingCombined_metaMDBG_complete.75)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_metaMDBG_complete.85"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.4264	99.9	0.1	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Rhizobiaceae*"	"*RCIO01*"	"**Unidentified species**"	"*Rhizobiaceae*, *RCIO01*"	"*Rhizobiaceae*, *RCIO01* (NitrifyingCombined_metaMDBG_complete.85)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
"NitrifyingCombined_metaMDBG_metabat2.33"	"PB127C_Qps_4ml_frozen_rep1.hifi_reads.fastq.gz"	0.0792	98.81	1.6	"d__Bacteria"	"*Gemmatimonadota*"	"*Gemmatimonadetes*"	"*Longimicrobiales*"	"*RSA9*"	"**Unidentified genus**"	"**Unidentified species**"	"*RSA9*, **Unidentified genus**"	"*RSA9*, **Unidentified genus** (NitrifyingCombined_metaMDBG_metabat2.33)"	"Qiagen PowerSoil"	"Frozen"	"4 mL"
